"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "taxon"
0.106586215581097 1.17146961858957 2.72937783242019 0.429207566894761 0.667772176746687 0.667772176746687 "becf220dbd9d0b720ccbab633421701c"
0.135061251464369 1.18166205806199 2.48393056301563 0.475722661356276 0.63427197417963 0.649742022330352 "725e84d7832cea58e937f47decb8fce9"
2594.33256177509 1.6506390331207 0.0543904911703534 30.3479339421816 2.67523937873197e-202 1.87266756511238e-201 "c79aaf1813f527bd02b1cd0923339b36"
16.4294557599939 1.81052390207657 0.366318177200417 4.94248993023902 7.71310904127088e-07 1.15696635619063e-06 "497666d365f1996288a53bc3f4a0ab3b"
0.323660406514304 2.17228485103991 1.43793412569197 1.51069844732599 0.130865298198261 0.152676181231304 "aa580e43a212043d329a5ab8d909bb77"
6.13744113886968 2.19661020883576 0.357964374002414 6.1363933630472 8.44159823905338e-10 1.31313750385275e-09 "d116053ac4a2a9631d2c35c1b8345391"
0.524004269294926 2.57034220945982 0.967114082390383 2.65774457870243 0.00786654876708456 0.0100119711581076 "51c80d3b584097bdbf0fa2fb06d132b5"
4.23892235466342 2.67985671825311 0.58641688834969 4.56988325454751 4.8799598223111e-06 7.06752801851952e-06 "e22552f6971ae06a9ee679954cfad527"
1.13178518635502 2.90223614807548 0.702573956323168 4.13086212768825 3.61405296541395e-05 5.05967415157953e-05 "55cb1b36addb46b667e7e139f237fbec"
34.6610328228569 3.02932185538977 0.214359687399189 14.1319568625254 2.41343429701918e-45 7.79724926729275e-45 "17d95f35b8bd64026486464c98b3cd43"
0.478145691656653 3.18748286664074 1.13368887793722 2.81160283802067 0.00492953297501797 0.00647001202971108 "41e2aff73c87118884c8bd58582a3d59"
5605.11908531776 3.29349501000391 0.0747679193987735 44.0495741554356 0 0 "76a8b1d10b00e7ee7b72d4a1592fc125"
4.54156874541046 3.32387467526578 0.368647540424299 9.0164026903316 1.94366929024719e-19 4.0817055095191e-19 "b42619383b4c639f9c6a848ff017ef3c"
4.32867482854178 3.4357184382587 0.483256818438462 7.10950845838134 1.16456964256037e-12 2.03799687448065e-12 "2f67e69da2680d0136dd49e8308b4437"
14.9947759196629 3.55833386677107 0.392800467962477 9.05888398053281 1.31792029110881e-19 2.91329748560896e-19 "f97367220a34f0612531ce847b104037"
16.320659617235 3.59774023956812 0.281824686065054 12.7658804123981 2.5425942876136e-37 6.67431000498571e-37 "e51c311a824cf2d0c4e4285e08bdd358"
67.0124439115279 3.65973741433411 0.186902700798225 19.5809766188722 2.24671469127113e-85 1.04846685592653e-84 "52f7828830370adf33a3d46ac85e9398"
7.7054978219281 3.70379676871894 0.245447367083099 15.0899837009251 1.88488866554227e-51 6.59711032939793e-51 "ad49a573a0f643f7684954c4bba0223f"
139.432550398294 3.96150082074996 0.134650182469798 29.4206866124264 2.98657100632368e-190 1.79194260379421e-189 "9bb7c74bf43410b003cc658b0f7ed08f"
49.9296372552952 4.01829484090692 0.224786492757163 17.8760511435529 1.81227118622399e-71 7.61153898214077e-71 "80c3aea3ac5c69128aac4863c985a85d"
34.6121967115912 4.31502452484882 0.186385019647014 23.1511337822151 1.416021288971e-118 7.43411176709775e-118 "1efc6fc0074cbca0f0bd640daab0ed3f"
537.560302618777 4.3651346372726 0.107405151825747 40.6417621787318 0 0 "331119ace8f07d1ae422ba27fe1b2f71"
12.8064494450225 4.43096391858334 0.33543389784551 13.2096485985567 7.71839041866032e-40 2.16114931722489e-39 "3677e6f5203479ec00538cdb4b70c538"
3.94909049184756 4.72307954363324 0.347395846065576 13.5956707517501 4.24847805820834e-42 1.2745434174625e-41 "917fea4cb8ec4ae83d8e795db6286929"
21.8020437045548 4.9407361108233 0.444586607608895 11.1131015335705 1.08330254524237e-28 2.67639452353996e-28 "24bb276456de4e4abddd256fdfbd751e"
